"name","category","evas","longitude","latitude"
"Großhelfendorf",6,"08002420",11.78126,47.94606
"Großheringen",5,"08010145",11.657745,51.105981
"Großhesselohe Isartalbahnhof",5,"08002422",11.530945,48.071068
"Großkarolinenfeld",6,"08002424",12.084824,47.888827
"Großkorbetha",4,"08010146",12.022171,51.267318
"Großkrotzenburg",5,"08002425",8.982792,50.087726
"Großkugel",6,"08011752",12.1653682,51.4184491
"Großlehna",6,"08011753",12.168818,51.304806
"Großneuhausen",6,"08011754",11.286163,51.164516
"Großpösna",6,"08011755",12.488839,51.266709
"Großrudestedt",6,"08011759",11.091093,51.09565
"Großräschen",6,"08011756",14.014898,51.591488
"Großröhrsdorf",6,"08011758",14.0173101,51.1485187
"Großschwabhausen",6,"08011762",11.481934,50.936958
"Großschönau (Sachs)",6,"08011761",14.66545,50.892556
"Großsteinberg",6,"08011763",12.637415,51.250586
"Großwalbur",7,"08002432",10.849282,50.32719
"Großwudicke",7,"08011766",12.231128,52.590435
"Grub (Oberbay)",5,"08002435",11.782559,48.164523
"Grub (Oberpf)",7,"08002436",12.681653,49.357856
"Grub am Forst",6,"08002434",11.025858,50.227523
"Grunbach",4,"08002448",9.420029,48.81036
"Grunow (Niederlausitz)",6,"08010150",14.378843,52.165074
"Gräfelfing",4,"08002339",11.425571,48.119774
"Gräfenberg",6,"08002340",11.2503648,49.6416263
"Gräfendorf",6,"08002341",9.737162,50.118279
"Gräfenhainichen",6,"08011683",12.460037,51.724731
"Gräfenroda",6,"08010137",10.8332759,50.7589964
"Gräfenstuhl-Klippmühle",7,"08011685",11.404245,51.602149
"Gräfentonna",7,"08011687",10.733617,51.089734
"Gräveneck",6,"08002342",8.250757,50.451905
"Gröbenzell",4,"08002377",11.374107,48.194919
"Gröbers",5,"08011711",12.1168256,51.4323471
"Gröditz (b Riesa)",6,"08011712",13.439542,51.411468
"Grüna (Sachs)",6,"08011770",12.798514,50.811417
"Grünbach",7,"08011773",12.372815,50.439895
"Grünberg (Oberhess)",5,"08002439",8.959931,50.596589
"Grünbergallee",5,"08089016",13.542485,52.399411
"Grünebach Ort",7,"08002441",7.90235,50.777143
"Grünebacher Hütte",7,"08002442",7.891546,50.781656
"Grüneberg",6,"08011776",13.213023,52.8678
"Grünsfeld",6,"08002447",9.745447,49.604933
"Grünstadt",4,"08000137",8.167962,49.564384
"Grünstadt Nord",6,"08002444",8.170781,49.573355
"Grüntal/Wittlensweiler",7,"08002445",8.460747,48.475399
"Guben",5,"08010357",14.706775,51.957203
"Gummersbach",6,"08002462",7.56631,51.023632
"Gundelfingen",5,"08002465",7.874185,48.044025
"Gundelfingen (Bay)",6,"08002466",10.377186,48.548779
"Gundelsdorf",6,"08002467",11.301455,50.279917
"Gundelshausen",6,"08002468",12.003553,48.94488
"Gundelsheim (Neckar)",6,"08002470",9.15787,49.282933
"Gundersheim (Rheinhess)",6,"08002473",8.196596,49.690167
"Guntersblum",5,"08002474",8.351257,49.79198
"Gunzenhausen",4,"08000385",10.755463,49.120444
"Gustorf",6,"08002477",6.570011,51.067173
"Gutach (Breisgau)",6,"08002478",7.988493,48.113325
"Gutach Freilichtmuseum",7,"08002480",8.198572,48.271677
"Gutenfürst",7,"08011790",11.960916,50.418797
"Guthmannshausen",6,"08011791",11.365703,51.132368
"Guxhagen",5,"08002484",9.482159,51.204322
"Gärtringen",5,"08002165",8.908993,48.640912
"Gäufelden",5,"08002166",8.850308,48.559661
"Göbelnrod",7,"08002301",8.921448,50.597631
"Göhrde",7,"08002304",10.851118,53.167749
"Göppingen",3,"08000127",9.651969,48.700027
"Görden",7,"08011654",12.503951,52.427881
"Görlitz",3,"08010131",14.97908,51.146767
"Görlitz-Rauschwalde",6,"08012869",14.93601,51.149078
"Görlitz-Weinhübel",6,"08011656",14.970271,51.128664
"Görsbach",6,"08011657",10.941792,51.455733
"Göttingen",2,"08000128",9.926072,51.536815
"Götz",6,"08011662",12.725983,52.411224
"Gößnitz",4,"08010134",12.429301,50.8932
"Güdingen",5,"08002452",7.030805,49.197713
"Gündlkofen",6,"08002457",12.033642,48.526159
"Günzach",6,"08002458",10.439565,47.819599
"Günzburg",3,"08000139",10.2792621,48.4605626
"Güsen (Kr Genthin)",6,"08010151",11.9764763,52.3342148
"Güsten",5,"08010152",11.6017664,51.7930166
"Güstrow",3,"08010153",12.172836,53.800597
"Güterglück",6,"08010154",11.986389,51.993474
"Gütersloh Hbf",3,"08002461",8.385071,51.906941
"HD-Weststadt/Südstadt",5,"08002681",8.688749,49.398324
"Haan",5,"08002490",6.998018,51.18812
"Haan-Gruiten",4,"08000138",7.010546,51.214559
"Haar",4,"08002491",11.73115,48.111413
"Haarhausen",6,"08011792",10.905715,50.867437
"Hachenburg",6,"08002494",7.822895,50.664001
"Hackescher Markt",4,"08089017",13.402364,52.522622
"Hadamar",6,"08002495",8.043513,50.4469002
"Hademarschen",7,"08002496",9.414475,54.122809
"Hadmersleben",7,"08011794",11.324446,52.00736
"Haffkrug",6,"08002504",10.742682,54.054189
"Hagebök",7,"08011797",11.614882,53.96126
"Hagelstadt",6,"08002506",12.214829,48.895859
"Hagen (Han)",6,"08002507",9.408946,52.57369
"Hagen Hbf",2,"08000142",7.460249,51.362747
"Hagen-Heubing",6,"08002512",7.423087,51.352318
"Hagen-Oberhagen",6,"08002514",7.478792,51.351114
"Hagen-Vorhalle",6,"08000977",7.433726,51.388224
"Hagen-Wehringhausen",6,"08006712",7.452767,51.353583
"Hagen-Westerbauer",6,"08004440",7.397392,51.341781
"Hagenbach",6,"08002515",8.253223,49.01628
"Hagenbüchach",6,"08002517",10.767799,49.536347
"Hagenow Land",6,"08010156",11.215695,53.413582
"Hagenwerder",6,"08011799",14.960228,51.070117
"Haidenaab-Göppmannsbühl",7,"08002523",11.820045,49.885777
"Haiger",5,"08000386",8.22167873,50.7412063
"Haiger Obertor",7,"08002524",8.20225015,50.7408629
"Hailer-Meerholz",5,"08002526",9.150665,50.189671
"Hainburg Hainstadt",6,"08002531",8.938135,50.078113
"Hainewalde",7,"08011801",14.704463,50.906608
"Hainichen",6,"08011802",13.119057,50.968095
"Haitz-Höchst",6,"08002532",9.226821,50.208634
"Halbe",6,"08011805",13.701855,52.108384
"Halberstadt Hbf",3,"08010157",11.073452,51.899309
"Halberstadt Oststraße",7,"08011808",11.065436,51.885011
"Halberstadt-Spiegelsberge",7,"08011809",11.048307,51.882581
"Halbmeil",7,"08002533",8.270454,48.290749
"Haldensleben",5,"08010158",11.406106,52.285034
"Haldern (Rheinl)",6,"08002536",6.455832,51.772558
"Halen",7,"08002537",7.945044,52.339122
"Hallbergmoos",5,"08002534",11.714334,48.309167
"Halle (Saale) Hbf",2,"08010159",11.987085,51.477509
"Halle (Westf)",6,"08002539",8.357729,52.057295
"Halle (Westf.) OWL-Arena",7,"08080630",8.343797,52.061643
"Halle MESSE",6,"08010155",12.028041,51.45476
"Halle Silberhöhe",6,"08013448",11.966801,51.445546
"Halle Südstadt",6,"08080590",11.950925,51.447959
"Halle-Ammendorf",6,"08010162",11.9879133,51.4241326
"Halle-Neustadt",4,"08010160",11.920632,51.480056
"Halle-Nietleben",6,"08011813",11.908451,51.487825
"Halle-Trotha",6,"08011814",11.96217,51.523898
"Hallstadt (b Bamberg)",5,"08002542",10.885454,49.929551
"Halstenbek",4,"08002545",9.839092,53.630377
"Haltern am See",4,"08000145",7.184366,51.737668
"Haltingen",6,"08002546",7.6136523,47.6108308
"Halver-Oberbrügge",6,"08002535",7.574042,51.191867
"Hamburg Airport (Flughafen)",4,"08002547",10.006646,53.63235
"Hamburg Dammtor",2,"08002548",9.989566,53.560751
"Hamburg Hbf",1,"08002549,08098549",10.006909,53.552736
"Hamburg-Altona",1,"08002553,08098553",9.935175,53.552695
"Hamburg-Bergedorf",3,"08002554",10.206171,53.489832
"Hamburg-Harburg",2,"08000147,08098147",9.991701,53.455908
"Hamburg-Neugraben",3,"08002557",9.852048,53.474143
"Hamburg-Rahlstedt",4,"08002558",10.154396,53.604857
"Hamburg-Tonndorf",4,"08006197",10.12305,53.586385
"Hamburg-Wandsbek",4,"08002560",10.077224,53.569971
"Hameln",3,"08000148",9.375906,52.10185
"Hamm (Westf) Hbf",2,"08000149",7.807821,51.678078
"Hamm-Bockum-Hövel",6,"08001045",7.774547,51.704809
"Hamm-Heessen",4,"08002680",7.831551,51.709195
"Hamm-Westtünnen",6,"08002564",7.85932591,51.6502162
"Hammah",6,"08002565",9.368728,53.612143
"Hammelburg",7,"08002567",9.882966,50.120041
"Hammelburg Ost",7,"08002568",9.902111,50.115889
"Hammelspring",7,"08011815",13.435744,53.070228
"Hammerau",6,"08002570",12.946134,47.795883
"Hammerbrook",4,"08004266",10.02361,53.54661
"Hamminkeln",6,"08002571",6.601745,51.735104
"Hamminkeln-Dingden",6,"08001465",6.607872,51.770232
"Hanau Hbf",2,"08000150",8.929,50.120953
"Hanau Klein Auheim",6,"08003311",8.934288,50.100734
"Hanau Nord",5,"08002572",8.925848,50.141433
"Hanau West",5,"08002573",8.908818,50.131949
"Hanau-Wilhelmsbad",5,"08002574",8.88325,50.143872
"Handeloh",6,"08002575",9.844711,53.241693
"Hangelsberg",6,"08011818",13.920916,52.400271
"Hann Münden",6,"08006707",9.658272,51.412582
"Hannover - Ledeburg",4,"08079097",9.691117,52.408787
"Hannover - Vinnhorst",4,"08006089",9.707729,52.424043
"Hannover Bismarckstraße",4,"08002580",9.769728,52.356456
"Hannover Hbf",1,"08000152",9.741021,52.376761
"Hannover Karl-Wiechert-Allee",4,"08070086",9.808116,52.374417
"Hannover-Bornum",5,"08002581",9.679538,52.350246
"Hannover-Flughafen",4,"08002589",9.699105,52.458725
"Hannover-Kleefeld",5,"08002584",9.79061,52.373607
"Hannover-Leinhausen",5,"08002585",9.6763,52.396853
"Hannover-Linden/Fischerhof",4,"08002586",9.723114,52.352636
"Hannover-Messe / Laatzen",3,"08003487",9.792863,52.316899
"Hannover-Nordstadt",4,"08079095",9.717763,52.393845
"Hanweiler-Bad Rilchingen",6,"08002588",7.049986,49.118753
"Happurg",6,"08002578",11.468355,49.500052
"Harblek",7,"08002592",8.962646,54.361971
"Harburg (Schwab)",6,"08002593",10.694643,48.786619
"Harburg Rathaus",3,"08004267",9.980463,53.460694
"Hardegsen",6,"08002594",9.826032,51.65902
"Hardhof",6,"08002596",10.784726,49.496925
"Haren (Ems)",6,"08002598",7.301428,52.785123
"Harra",7,"08011820",11.686006,50.418476
"Harra Nord",7,"08011821",11.674692,50.42917
"Harras (Thür)",6,"08011822",10.858072,50.412981
"Harsdorf",6,"08002605",11.566273,50.027762
"Harsum",6,"08002607",9.965697,52.206496
"Hartershofen",7,"08002609",10.242238,49.416762
"Harthaus",5,"08002610",11.387867,48.133502
"Hartmannmühle",7,"08011825",13.792418,50.778384
"Hartmannshof",5,"08002612",11.554562,49.498858
"Hasbergen (Kr Osnabrück)",6,"08002615",7.953967,52.241697
"Haslach",5,"08002621",8.087975,48.28004
"Haspelmoor",5,"08002623",11.098784,48.223263
"Hassel (Saar)",6,"08002625",7.171309,49.263323
"Hasselbrook",3,"08002628",10.056129,53.564711
"Haste (Han)",4,"08002634",9.389097,52.379656
"Hattenheim",6,"08002635",8.0568,50.013663
"Hattersheim (Main)",4,"08002637",8.489638,50.067879
"Hattert",6,"08002638",7.776343,50.676034
"Hattingen (Ruhr)",5,"08002639",7.169865,51.400911
"Hattingen (Ruhr) Mitte",6,"08002640",7.180538,51.397198
"Hattorf",6,"08002641",10.235999,51.646223
"Hatzenport",6,"08002643",7.413508,50.227678
"Hauenstein (Pfalz)",6,"08002649",7.830006,49.201394
"Hauenstein Mitte",6,"08002648",7.849564,49.199169
"Haunetal-Neukirchen",6,"08004297",9.692546,50.770838
"Haupeltshofen",7,"08002651",10.38243,48.180467
"Hauptstuhl",5,"08002655",7.490949,49.401974
"Hausach",4,"08000333",8.181665,48.284924
"Hausen",7,"08011834",10.379167,51.382523
"Hausen (Schwab)",7,"08002664",10.482517,48.101004
"Hausen i Tal",7,"08002656",9.027574,48.080408
"Hausen-Raitbach",6,"08002666",7.846041,47.67931
"Hausham",6,"08002667",11.840257,47.750412
"Havixbeck",6,"08002670",7.407711,51.966713
"Haßfurt",4,"08002630",10.509998,50.033323
"Haßloch (Pfalz)",4,"08002632",8.253396,49.371956
"Haßmersheim",6,"08002633",9.154129,49.30403
"Hebertshausen",5,"08006189",11.455487,48.291106
"Hechingen",6,"08002673",8.96851301,48.359646
"Hechthausen",6,"08002674",9.228071,53.638716
"Heddesheim/Hirschberg",5,"08002430",8.633746,49.509408
"Hedemünden",5,"08002677",9.762144,51.392164
"Hedersdorf",7,"08002678",11.338705,49.569344
"Hedersleben-Wedderstedt",7,"08011838",11.250771,51.844688
"Heerstraße",5,"08089329",13.259379,52.508121
"Hegermühle",6,"08080680",13.866362,52.548383
"Heggen",6,"08002682",7.963238,51.153517
"Hegne",6,"08002683",9.099572,47.706037
"Heide (Holst)",3,"08000155",9.101029,54.193563
"Heidelberg Hbf",2,"08000156",8.675442,49.403567
"Heidelberg-Altstadt",4,"08002685",8.720887,49.415237
"Heidelberg-Kirchheim/Rohrbach",4,"08002686",8.675383,49.379389
"Heidelberg-Orthopädie",5,"08002684",8.774913,49.409995
"Heidelberg-Pfaffengrund/Wieblingen",4,"08002687",8.64157,49.411929
"Heidelberg-Schlierbach-Ziegelhausen",5,"08005366",8.760564,49.415309
"Heidelberger Platz",4,"08089112",13.312018,52.479972
"Heidenau",4,"08010163",13.857887,50.981859
"Heidenau Süd",5,"08011843",13.874717,50.971696
"Heidenau-Großsedlitz",5,"08011844",13.894877,50.960822
"Heidenheim",4,"08002689",10.156642,48.68017
"Heidenheim Voithwerk",7,"08070005",10.156077,48.669482
"Heidenheim-Mergelstetten",6,"08002690",10.160976,48.653279
"Heidenheim-Schnaitheim",6,"08002691",10.15876,48.708281
"Heidesheim (Rheinhess)",5,"08002692",8.111318,49.997023
"Heidkrug",6,"08002694",8.680195,53.057093
"Heigenbrücken",6,"08002696",9.380805,50.02286
"Heilbad Heiligenstadt",4,"08011849",10.1245183,51.3773156
"Heilbronn Hbf",3,"08000157",9.207715,49.143306
"Heilbronn Sülmertor",6,"08002699",9.220598,49.151601
"Heilbronn Trappensee",6,"08002700",9.25257,49.140282
"Heiligengrabe",7,"08011848",12.3425844,53.1501066
"Heiligensee",4,"08089025",13.229278,52.624586
"Heiligenstein (Pfalz)",6,"08002704",8.393726,49.28566
"Heilsbronn",5,"08002705",10.791053,49.34595
"Heimbach (Nahe)",6,"08002707",7.231047,49.617676
"Heimenkirch",6,"08002710",9.9021,47.628909
"Heimersheim",5,"","",""
"Heimersheim / Lohrsdorf",5,"08002711",7.18519807,50.5481127
"Heimfeld",4,"08006749",9.963187,53.465481
"Heimstetten",5,"08002715",11.759659,48.158755
"Heinzenhausen",7,"08002724",7.60743678,49.6255955
"Heitersheim",5,"08002727",7.646194,47.879859
"Heldrungen",6,"08011852",11.183186,51.302171
"Helenesee",7,"08011853",14.478219,52.278758
"Helmbrechts",7,"08002733",11.724351,50.2338
"Helmsdorf (b Pirna)",7,"08011855",14.046491,51.034205
"Helmstadt (Baden)",7,"08007444",8.97513,49.320089
"Helmstedt",4,"08000159",11.010553,52.222086
"Helpup",7,"08002737",8.714725,51.97738
"Hemmerde",6,"08002745",7.803364,51.553942
"Hemmersdorf (Saar)",7,"08002746",6.614569,49.353998
"Hemmoor",6,"08000815",9.165803,53.684081
"Hemsbach",5,"08002748",8.648722,49.590869
"Henfenfeld",6,"08002751",11.38655,49.501412
"Hennef (Sieg)",3,"08002753",7.284592,50.773332
"Hennef Im Siegbogen",5,"08002775",7.313288,50.773156
"Hennen",6,"08002754",7.646847,51.437155
"Hennigsdorf (b Berlin)",3,"08013483,08089207",13.2053357,52.6382034
"Heppenheim (Bergstr)",5,"08002757",8.633379,49.641553
"Herbertingen",5,"08000160",9.41380799,48.0636224
"Herbertingen Ort",7,"08002760",9.433397,48.05357
"Herbertshofen",6,"08002761",10.848027,48.529528
"Herbolzheim (Breisgau)",5,"08002763",7.767638,48.223866
"Herbolzheim (Jagst)",6,"08002764",9.259824,49.281494
"Herborn (Dillkr)",4,"08000161",8.30814,50.684405
"Herbrechtingen",6,"08002766",10.170334,48.625634
"Herchen",5,"08002768",7.521349,50.771269
"Herdecke",6,"08002769",7.432619,51.404806
"Herdorf",6,"08002770",7.95317888,50.7783758
"Herford",2,"08000162",8.663643,52.119609
"Hergatz",6,"08000387",9.827382,47.64681
"Hergershausen",6,"08002773",8.916575,49.936802
"Heringen (Helme)",6,"08011860",10.875255,51.451498
"Herlasgrün",6,"08010166",12.235424,50.570936
"Herleshausen",6,"08013548",10.171661,51.002642
"Hermannstraße",4,"08089105",13.431313,52.46751
"Hermaringen",6,"08002776",10.258331,48.594584
"Hermsdorf (b Dresden)",6,"08011861",13.815351,51.165545
"Hermsdorf-Klosterlausnitz",5,"08011862",11.858626,50.903779
"Herne",3,"08000164",7.21783,51.543652
"Herne-Börnig",6,"08002779",7.26835,51.554789
"Heroldsberg",6,"08002782",11.1499214,49.5286137
"Heroldsberg Nord",6,"08002783",11.146804,49.544582
"Herrath",6,"08002784",6.367399,51.104316
"Herrenberg",3,"08002785",8.862662,48.593991
"Herrensee",6,"08011863",13.886577,52.529928
"Herrlingen",6,"08002789",9.89773,48.417731
"Herrnburg",6,"08011864",10.760008,53.837707
"Herrsching",5,"08002792",11.170571,47.998849
"Hersbruck (links Pegnitz)",6,"08002793",11.435143,49.500462
"Hersbruck (rechts Pegnitz)",4,"08002794",11.423826,49.510073
"Herten (Baden)",6,"08002797",7.739663,47.549507
"Herten (Westf)",5,"08002795",7.13905334,51.5975077
"Hervest-Dorsten",6,"08000165",6.974167,51.67191
"Herxheim am Berg",6,"08002798",8.190044,49.509491
"Herzberg (Elster)",6,"08011867",13.202786,51.679446
"Herzberg (Harz)",5,"08000166",10.329923,51.643861
"Herzberg Schloß",7,"08002800",10.332804,51.654495
"Herzebrock",6,"08002801",8.236268,51.880225
"Herzhorn",6,"08079605",9.483884,53.783537
"Herzogenrath",3,"08002806",6.094486,50.870916
"Hesepe",6,"08000167",7.967599,52.439221
"Hesseln",7,"08002810",8.311956,52.068397
"Hessisch Oldendorf",6,"08002812",9.24387395,52.1665718
"Hetschburg",7,"08011869",11.298205,50.912802
"Hettenhausen",7,"08002814",9.814657,50.448397
"Hettstedt",6,"08010168",11.513231,51.636945
"Hetzerath",6,"08002817",6.798385,49.878134
"Heudeber-Danstedt",7,"08010169",10.866495,51.90474
"Heufeld",6,"08002820",11.96738,47.871195
"Heufeldmühle",6,"08002821",11.934356,47.877551
"Heusenstamm",5,"08002822",8.802202,50.060069
"Hiddenhausen-Schweicheln",6,"08002824",8.668239,52.15844
"Hilchenbach",6,"08002826",8.107146,50.99226
"Hildbrandsgrün",7,"08002827",11.728323,50.210375
"Hildburghausen",6,"08011871",10.717828,50.425133
"Hilden",4,"08000388",6.922006,51.16702
"Hilden Süd",5,"08002828",6.937366,51.163682
"Hildesheim Hbf",2,"08000169",9.953497,52.160626
"Hildesheim Ost",6,"08002830",9.963169,52.146551
"Hillnhütten",7,"08002835",8.071317,50.972778
"Hilpoltstein",7,"08002838",11.184146,49.188773
"Himmelpforten",6,"08002843",9.310465,53.623301
"Himmelreich",5,"08002844",7.991356,47.958616
"Himmelstadt",6,"08002845",9.808214,49.923438
"Hinrichssegen",6,"08002850",11.950658,47.874416
"Hinterweidenthal",6,"08002847",7.747673,49.201538
"Hinterweidenthal Ost",6,"08079147",7.773047,49.203132
"Hinterzarten",5,"08002848",8.106033,47.906278
"Hirsau",7,"08002852",8.73679,48.734059
"Hirschaid",6,"08002853",10.9914458,49.8192614
"Hirschfelde",7,"08011878",14.891018,50.943388
"Hirschfelden",7,"08002856",10.3622937,48.2898021
"Hirschgarten",5,"08089065",13.602134,52.457968
"Hirschhorn (Neckar)",4,"08002857",8.896055,49.442668
"Hirschhorn (Pfalz)",6,"08002858",7.681008,49.515588
"Hittfeld",6,"08002864",9.974525,53.403712
"Hitzacker",7,"08002865",11.038199,53.139158
"Hochdahl",5,"08002868",6.944419,51.218832
"Hochdahl-Millrath",5,"08002869",6.966684,51.216501
"Hochdorf (b Horb)",6,"08000389",8.724052,48.482485
"Hochheim (Main)",4,"08002872",8.35001707,50.0043051
"Hochkamp",4,"08002873",9.842076,53.56137
"Hochneukirch",5,"08000390",6.466316,51.103293
"Hochspeyer",4,"08002875",7.9041642,49.444074
"Hochstadt-Marktzeuln",5,"08002878",11.1715293,50.1531325
"Hochstetten (Nahe)",6,"08002880",7.510962,49.798662
"Hochstätten (Pfalz)",6,"08002879",7.829096,49.763342
"Hochwang",7,"08002881",10.298007,48.389121
"Hockenheim",4,"08002883",8.537385,49.317414
"Hockeroda",7,"08010170",11.434282,50.59772
"Hodenhagen",6,"08002884",9.595056,52.766564
"Hof Hbf",3,"08002924",11.923067,50.307743
"Hof-Neuhof",6,"08002927",11.904711,50.321538
"Hofeld",6,"08002929",7.159755,49.511922
"Hofen (b Aalen)",6,"08002930",10.114407,48.872692
"Hoffenheim",6,"08002931",8.838411,49.272037
"Hoffnungsthal",6,"08002932",7.196513,50.911363
"Hofgeismar",4,"08002933",9.395461,51.499186
"Hofgeismar-Hümme",5,"08003015",9.401965,51.542923
"Hofheim (Ried)",6,"08002934",8.40897,49.659467
"Hofheim (Taunus)",3,"08002935",8.443842,50.084471
"Hohegrete",7,"08002939",7.642228,50.76484
"Hohen Neuendorf (b Berlin)",5,"08080720",13.287091,52.669072
"Hohen Neuendorf West",6,"08080710",13.271342,52.672398
"Hohenbrunn",5,"08002940",11.698872,48.046572
"Hohenebra Ort",7,"08011891",10.8095008,51.3060697
"Hohenecken",7,"08002943",7.69929171,49.4157895
"Hoheneggelsen",6,"08002944",10.19782,52.200177
"Hoheneichen",4,"08002946",10.067648,53.635478
"Hohenleipisch",6,"08011894",13.564969,51.492756
"Hohenleuben",6,"08011895",12.0364022,50.7026891
"Hohenlimburg",5,"08002953",7.571686,51.348854
"Hohenpeißenberg",7,"08002954",10.999251,47.788795
"Hohenroda",6,"08011900",12.421434,51.499026
"Hohenschäftlarn",6,"08002955",11.457513,47.991299
"Hohenstadt (Mittelfr)",6,"08002956",11.491465,49.518339
"Hohenstein-Ernstthal",5,"08011904",12.706564,50.798548
"Hohensülzen",7,"08002958",8.214173,49.621788
"Hohenthurm",6,"08011905",12.097881,51.512359
"Hohenwestedt",6,"08002959",9.654161,54.086589
