"name","category","evas","longitude","latitude"
"Leutkirch",5,"08000336",10.015836,47.826167
"Leverkusen Chempark",5,"08000832",6.996675,51.011409
"Leverkusen Mitte",4,"08006713",6.991661,51.031514
"Leverkusen-Küppersteg",5,"08003668",6.988119,51.045822
"Leverkusen-Manfort",5,"08003669",7.0151782,51.0310581
"Leverkusen-Rheindorf",5,"08003672",6.963464,51.064265
"Lich (Oberhess)",5,"08003673",8.821959,50.514578
"Lichtenberg (Erzgeb)",7,"08012220",13.403754,50.840179
"Lichtenfels",3,"08000228",11.059472,50.146452
"Lichtenrade",5,"08089070",13.396175,52.387297
"Lichtenstein (Sachs)",6,"08012223",12.626412,50.757677
"Lichtentanne (Sachs)",6,"08012224",12.419664,50.69935
"Lichtentanne (Thür)",7,"08012225",11.481606,50.524377
"Lichtenthal",7,"08003676",13.246466,49.008762
"Lichterfelde Süd",5,"08089472",13.30904,52.410899
"Liebenthal (Prign)",7,"08012226",12.393287,53.151207
"Lieblos",6,"08003681",9.14596796,50.2067843
"Lietzow (Rügen)",6,"08010210",13.510002,54.480965
"Limbach (Vogtl)",6,"08012231",12.25315,50.587071
"Limbach (b Homburg,Saar)",6,"08003684",7.279127,49.312148
"Limburg (Lahn)",3,"08000229",8.062342,50.384119
"Limburg Süd",4,"08003680",8.096112,50.382498
"Limburgerhof",4,"08003687",8.390747,49.424273
"Limmritz (Sachs)",6,"08012232",13.049655,51.1178085
"Linda (Elster)",6,"08012233",13.085176,51.853056
"Lindach",6,"08003690",9.00646,49.416918
"Lindau-Aeschach",6,"08003692",9.68466,47.55962
"Lindau-Insel",3,"08000230",9.680469,47.544341
"Lindau-Reutin",3,"08003693",9.703292,47.552384
"Lindaunis",7,"","",""
"Lindenberg (Mark)",7,"08012237",14.111705,52.203625
"Lindenholzhausen",6,"08003696",8.133372,50.377565
"Lindern",4,"08003697",6.207467,50.996842
"Lindhorst (Schaumb-Lippe)",6,"08003699",9.288867,52.35432
"Lindwedel",6,"08003700",9.689022,52.610943
"Lingen (Ems)",4,"08003701",7.321731,52.519867
"Lingenfeld",6,"08003702",8.349523,49.252584
"Linsburg",6,"08003705",9.325638,52.600966
"Linz (Rhein)",4,"08003708",7.276032,50.569335
"Lippstadt",4,"08000571",8.348785,51.670687
"Lissendorf",6,"08003713",6.615158,50.318489
"Listerscheid",6,"08003715",7.849495,51.108143
"Lobstädt",6,"08012241",12.448732,51.135997
"Lochham",4,"08003720",11.43089,48.128247
"Lohgarten-Roth",7,"08003734",11.09595,49.243567
"Lohhof",4,"08003735",11.580813,48.287937
"Lohmen",6,"08012249",13.987904,50.98906
"Lohne (Oldb)",6,"08003738",8.229292,52.665326
"Lohnweiler",6,"08003739",7.59971201,49.6356822
"Lohr Bahnhof",4,"08003740",9.580715,50.004409
"Lohsa",7,"08012250",14.4041437,51.374168
"Loitsch-Hohenleuben",6,"08012252",12.0482844,50.734031
"Lollar",5,"08000234",8.70155275,50.6478686
"Lonsee",6,"08003748",9.917377,48.544967
"Loppenhausen",7,"08003749",10.390907,48.162511
"Lorch (Rhein)",6,"08003751",7.812843,50.0403
"Lorch (Württ)",5,"08003752",9.695761,48.797906
"Lorchhausen",6,"08003753",7.78045535,50.0546934
"Lorsbach",4,"08003754",8.422853,50.11489
"Lorsch",6,"08003755",8.566262,49.659093
"Loxstedt",6,"08003760",8.654301,53.474653
"Loßburg-Rodt",7,"08003758",8.45309436,48.418026
"Lubolz",6,"08012257",13.821351,51.962416
"Luckaitztal",6,"08012897",14.001704,51.685047
"Luckau-Uckro",6,"08010353",13.60784,51.852121
"Luckenau",6,"08012259",12.077902,51.093993
"Luckenwalde",5,"08012260",13.160409,52.09059
"Ludersheim",6,"08003762",11.323856,49.392166
"Ludwigsau-Friedlos",6,"08002103",9.743325,50.896879
"Ludwigsburg",3,"08000235",9.18542,48.891862
"Ludwigschorgast",6,"08003763",11.557252,50.121624
"Ludwigsfelde",4,"08010215",13.267319,52.298098
"Ludwigsfelde-Struveshof",6,"08012253",13.232152,52.317181
"Ludwigshafen (Bodensee)",6,"08003764",9.05304953,47.8156141
"Ludwigshafen (Rhein) Hbf",2,"08000236",8.433042,49.476529
"Ludwigshafen (Rhein) Mitte",3,"08003759",8.452152,49.479005
"Ludwigshafen-Mundenheim",5,"08003765",8.421092,49.461572
"Ludwigshafen-Oggersheim",4,"08003766",8.381523,49.493188
"Ludwigshafen-Rheingönheim",5,"08003767",8.409493,49.447471
"Ludwigshöhe",6,"08003768",11.248783,49.499569
"Ludwigslust",4,"08010216",11.494491,53.334671
"Ludwigsstadt",6,"08003770",11.382989,50.486583
"Ludwigsthal",7,"08003771",13.237815,49.059599
"Luhe",6,"08003794",12.139463,49.57992
"Luhe-Wildenau",6,"08003795",12.126909,49.598731
"Luisenthal (Saar)",5,"08003796",6.904214,49.249595
"Lunden",5,"08003798",9.030746,54.331231
"Lunestedt",6,"08003799",8.735085,53.439084
"Lutherstadt Eisleben",5,"08012279",11.5508795,51.5183138
"Lutherstadt Wittenberg Altstadt",6,"08012280",12.641431,51.863767
"Lutherstadt Wittenberg Hauptbahnhof",3,"08010222",12.662285,51.867811
"Lutherstadt Wittenberg-Labetz",6,"08013275",12.694192,51.871456
"Lutherstadt Wittenberg-Piesteritz",6,"08012282",12.596775,51.871862
"Lutten",7,"08003800",8.343977,52.768181
"Lutum",6,"08003804",7.22643971,51.9823494
"Löbau (Sachs)",4,"08010212",14.671941,51.099447
"Löcherberg",7,"08003721",8.172248,48.434667
"Löcknitz",6,"08010213",14.215417,53.4561
"Lödingsen",7,"08003722",9.791027,51.589196
"Löf",6,"08003723",7.443512,50.230569
"Löffingen",6,"08003724",8.34206969,47.8833319
"Löhnberg",6,"08003726",8.27463627,50.5096536
"Löhne (Westf)",4,"08000233",8.7135,52.196653
"Lörrach Dammstraße",7,"08003736",7.655224,47.597713
"Lörrach Hbf",4,"08003729",7.66530275,47.6138012
"Lörrach Museum/Burghof",5,"08003737",7.66117483,47.6077454
"Lörrach Schwarzwaldstraße",5,"08003743",7.67248571,47.6244248
"Lörrach-Brombach/Hauingen",6,"08001191",7.695207,47.637611
"Lörrach-Haagen/Messe",6,"08002489",7.680893,47.633233
"Lörrach-Stetten",6,"08003730",7.659032,47.601418
"Lörzenbach-Fahrenbach",7,"08003731",8.76462758,49.6388506
"Lövenich",5,"08003732",6.83444,50.942932
"Löwenberg (Mark)",5,"08010214",13.190055,52.896801
"Löwental",6,"08003733",9.49938655,47.6614295
"Lübbecke (Westf)",6,"08003772",8.605732,52.306341
"Lübben (Spreewald)",4,"08010217",13.877182,51.939737
"Lübbenau (Spreewald)",4,"08010220",13.9609,51.862169
"Lübberstedt",6,"08003773",8.785104,53.343358
"Lübeck Flughafen",6,"08003781",10.6973523,53.8044652
"Lübeck Hbf",2,"08000237",10.669821,53.867547
"Lübeck Hochschulstadtteil",6,"08003785",10.6889463,53.8307697
"Lübeck-Dänischburg IKEA",6,"08003786",10.735581,53.911202
"Lübeck-Kücknitz",6,"08003776",10.81889,53.924952
"Lübeck-Moisling",5,"08003775",10.6295,53.8368
"Lübeck-St.Jürgen",6,"08003774",10.702942,53.842321
"Lübeck-Travemünde Hafen",6,"08003777",10.865587,53.958759
"Lübeck-Travemünde Skandinavienkai",6,"08006704",10.854029,53.950787
"Lübeck-Travemünde Strand",6,"08003778",10.875604,53.964795
"Lüblow (Meckl)",6,"08012262",11.4600844,53.418637
"Lübs (b Magdeburg)",6,"08012263",11.93517,52.020211
"Lübstorf",6,"08012264",11.411316,53.728881
"Lüdenscheid",6,"08003782",7.628717,51.220352
"Lüdenscheid Brügge (Westf)",6,"08001213",7.571086,51.20792
"Lüdersdorf (Meckl)",7,"08012268",10.815143,53.832924
"Lüdinghausen",6,"08003783",7.431312,51.762386
"Lügde",6,"08003784",9.25083,51.959294
"Lüneburg",2,"08000238",10.41989,53.249656
"Lünen Hbf",4,"08000239",7.529485,51.617129
"Lünen Preußen",5,"08004883",7.539692,51.58815
"Lünern",6,"08003788",7.760771,51.54337
"Lüssow (Meckl)",6,"08012269",12.13786,53.843724
"Lütter",6,"08003790",9.76548582,50.4808672
"Lützel",7,"08003791",8.174364,50.967045
"Lützow",7,"08012274",11.18043,53.655968
"Machern (Sachs)",6,"08012284",12.627757,51.357628
"Magdeburg Hbf",2,"08010224",11.626963,52.1305112
"Magdeburg SKET Industriepark",5,"08013485",11.638277,52.097545
"Magdeburg Südost",5,"08012287",11.669977,52.07019
"Magdeburg-Buckau",4,"08013456",11.63004,52.109204
"Magdeburg-Eichenweiler",5,"08012289",11.657982,52.166448
"Magdeburg-Hasselbachplatz",6,"08080660",11.625322,52.122395
"Magdeburg-Herrenkrug",6,"08013455",11.676379,52.14545
"Magdeburg-Neustadt",4,"08010226",11.641703,52.148843
"Magdeburg-Rothensee",6,"08010086",11.647915,52.186756
"Magdeburg-Salbke",5,"08012291",11.656447,52.080745
"Magdeburg-Sudenburg",6,"08012292",11.597136,52.120426
"Magstadt",6,"08003807",8.96530777,48.7361377
"Mahlow",5,"08080970",13.407932,52.36054
"Mahlwinkel",6,"08012295",11.788824,52.39373
"Maichingen",6,"08003808",8.96977901,48.7219502
"Maichingen Nord",5,"08003834",8.97941083,48.7273787
"Maikammer-Kirrweiler",6,"08003809",8.147177,49.30558
"Mainaschaff",6,"08003810",9.085739,49.982405
"Mainhausen Zellhausen",7,"08006646",8.96999359,50.0157024
"Mainleus",6,"08003813",11.379525,50.099812
"Mainroth",6,"08003814",11.319285,50.120661
"Maintal Ost",4,"08002877",8.836714,50.14234
"Maintal West",5,"08000996",8.805296,50.140987
"Mainz Hbf",2,"08000240",8.25872,50.001117
"Mainz Nord",5,"08003815",8.246852,50.020066
"Mainz Römisches Theater",3,"08003816",8.277565,49.993465
"Mainz-Bischofsheim",4,"08000241",8.35750043,49.9932258
"Mainz-Gonsenheim",6,"08003817",8.214478,49.997756
"Mainz-Gustavsburg",3,"08003818",8.314197,49.994319
"Mainz-Kastel",4,"08000615",8.283174,50.00658
"Mainz-Laubenheim",5,"08003819",8.314183,49.961233
"Mainz-Marienborn",6,"08003820",8.22290182,49.960165
"Mainz-Mombach",5,"08003821",8.22937,50.022775
"Maisach",4,"08003824",11.256393,48.214147
"Malchin",7,"08010227",12.761041,53.743417
"Malching (Oberbay)",6,"08003828",11.219064,48.21545
"Mallersdorf",7,"08003830",12.256898,48.768098
"Malmsheim",5,"08003831",8.90522361,48.7718745
"Malsch",6,"08003832",8.323585,48.889506
"Malsch Süd",6,"08003833",8.31587523,48.8875346
"Malsfeld",6,"08000243",9.534833,51.097605
"Malsfeld-Beiseförth",6,"08000859",9.55313,51.083076
"Mammendorf",4,"08004204",11.174618,48.216826
"Manndorf",7,"08003839",10.834224,50.038395
"Mannheim ARENA / Maimarkt",4,"08003841",8.51592779,49.4599657
"Mannheim Handelshafen/Jungbusch",6,"08006508",8.453917,49.492623
"Mannheim Hbf",1,"08000244",8.468921,49.479354
"Mannheim-Friedrichsfeld Süd",4,"08003842",8.572382,49.438144
"Mannheim-Käfertal",6,"08003843",8.503772,49.501558
"Mannheim-Luzenberg",5,"08006509",8.477775,49.517201
"Mannheim-Neckarau",4,"08003844",8.494792,49.455545
"Mannheim-Neckarstadt",6,"08006511",8.459566,49.503633
"Mannheim-Rheinau",5,"08003845",8.534944,49.424091
"Mannheim-Seckenheim",4,"08003847",8.53843957,49.4512655
"Mannheim-Waldhof",4,"08003848",8.482603,49.525661
"Mansfeld (Südharz)",7,"08012300",11.452086,51.600325
"Marbach (Neckar)",3,"08003853",9.26462352,48.9437091
"Marbach Ost Villingen-Schwenningen",7,"08003857",8.4759897,48.0337214
"Marbach West Villingen-Schwenningen",7,"08003854",8.469154,48.031286
"Marbeck-Heiden",6,"08003855",6.906067,51.809404
"Marburg (Lahn)",3,"08000337",8.775014,50.819272
"Marburg Süd",5,"08003856",8.762431,50.794467
"Maria Rain",7,"08003859",10.480275,47.632552
"Marienau (Coppenbrügge)",6,"08006104",9.57255,52.10495
"Marienborn",6,"08012302",11.123269,52.197904
"Marienhafe",6,"08003866",7.27436006,53.5192358
"Marienheide",6,"08070483",7.531982,51.081123
"Markdorf (Baden)",5,"08003871",9.38876957,47.7166573
"Marke",6,"08012305",12.2572218,51.7406295
"Markelfingen",6,"08003872",9.00340855,47.7390203
"Markkleeberg",5,"08012308",12.372615,51.279029
"Markkleeberg Mitte",7,"08012309",12.369742,51.280182
"Markkleeberg Nord",5,"08012304",12.372204,51.287998
"Markkleeberg-Gaschwitz",5,"08011598",12.3791456,51.2498991
"Markkleeberg-Großstädteln",6,"08010228",12.3763293,51.2624687
"Markranstädt",6,"08012311",12.22476,51.30718
"Marksuhl",6,"08012312",10.224589,50.90835
"Markt Bibart",6,"08003876",10.425466,49.646089
"Markt Erlbach",6,"08003878",10.658449,49.492675
"Markt Schwaben",4,"08003879",11.862093,48.193606
"Marktbreit",6,"08003881",10.146092,49.663804
"Marktleuthen",6,"08003884",12.01317,50.130803
"Marktoberdorf",6,"08003885",10.61423,47.779215
"Marktoberdorf Schule",7,"08003877",10.609997,47.774099
"Marktredwitz",3,"08000247",12.082583,50.004596
"Marktschorgast",6,"08003887",11.65353,50.090794
"Marl Mitte",6,"08003888",7.099575,51.653837
"Marl-Hamm",6,"08003890",7.131422,51.682972
"Marl-Sinsen",5,"08003891",7.173482,51.667748
"Marlishausen",7,"08012314",11.010056,50.819504
"Marquardt",5,"08012315",12.971627,52.458881
"Marsberg",6,"08003896",8.854904,51.462889
"Marstetten-Aitrach",6,"08003897",10.0801706,47.9435586
"Martensdorf",6,"08012316",12.930252,54.300918
"Martinlamitz",6,"08003898",11.950515,50.215527
"Martinroda",7,"08012317",10.880943,50.733145
"Martinstein",6,"08003899",7.536625,49.803978
"Martinszell (Allgäu)",6,"08003901",10.2738851,47.6294068
"Marxgrün",7,"08003903",11.686568,50.354978
"Marzling",6,"08003905",11.800108,48.410401
"Maschen",5,"08003906",10.065662,53.403815
"Massen",6,"08003909",7.643711,51.541776
"Matzenbach",7,"08001727",7.45607972,49.4943784
"Maubach",4,"08003913",9.41953987,48.9262178
"Mauer (b Heidelberg)",6,"08003915",8.795545,49.335802
"Maulbronn West",7,"08087080",8.78178835,48.9836707
"Maulburg",6,"08003920",7.780662,47.644374
"Mausheim",6,"08003921",11.7681384,49.1201468
"Maxhütte-Haidhof",5,"08003922",12.107818,49.198019
"Maximiliansau im Rüsten",7,"08003911",8.279421,49.03488
"Mayen Ost",5,"08000248",7.238939,50.329594
"Mayen West",6,"08003924",7.213894,50.328373
"Mayschoß",7,"08003926",7.020463,50.517233
"Mechernich",5,"08003927",6.642296,50.591367
"Mechterstädt",6,"08012320",10.521367,50.943778
"Meckelfeld",5,"08003929",10.029711,53.42438
"Meckenbeuren",4,"08003930",9.558393,47.69976
"Meckenheim",5,"08003931",7.014757,50.627446
"Meckenheim Industriepark",5,"08003937",7.02718377,50.6436506
"Meckenheim Kottenforst",6,"08003414",7.022683,50.662412
"Meckesheim",4,"08003932",8.812836,49.320658
"Medewitz (Mark)",6,"08012322",12.391829,52.060706
"Meeder",7,"08003938",10.906842,50.315656
"Meerane",6,"08012323",12.4575841,50.8506212
"Meerbusch-Osterath",5,"08004694",6.625981,51.269017
"Mehltheuer",6,"08010229",12.037091,50.544312
"Mehrhoog",6,"08003943",6.51825,51.738965
"Mehrower Allee",5,"08089022",13.553699,52.557759
"Meine",7,"08003947",10.535812,52.381353
"Meinersen",6,"08003949",10.321114,52.449188
"Meinerzhagen",6,"08003950",7.634116,51.108144
"Meiningen",4,"08010230",10.421205,50.57407
"Meinsdorf",6,"08010231",12.256369,51.903191
"Meitingen",5,"08003952",10.84805,48.545997
"Meitzendorf",6,"08012328",11.558967,52.209394
"Meißen",5,"08012326",13.482522,51.162957
"Meißen Altstadt",5,"08012318",13.4730953,51.159084
"Meißen Triebischtal",6,"08012327",13.462529,51.152472
"Melbach",6,"08003953",8.81151795,50.3788913
"Melchow",6,"08012329",13.694375,52.774871
"Meldorf",6,"08003954",9.080085,54.087771
"Melle",4,"08003956",8.343221,52.209257
"Mellendorf",5,"08003957",9.744501,52.548199
"Mellingen (Thür)",6,"08012332",11.394318,50.950094
"Mellrichstadt Bahnhof",6,"08003959",10.307039,50.424782
"Melsdorf",7,"08003960",10.03083,54.312754
"Melsungen",6,"08003961",9.546079,51.126002
"Melsungen-Bartenwetzerbrücke",6,"08003971",9.548839,51.132177
"Melsungen-Röhrenfurth",6,"08005125",9.548372,51.154377
"Melsungen-Schwarzenberg",6,"08003962",9.56110954,51.1462068
"Memmingen",3,"08000249",10.186853,47.985581
"Menden (Rheinl)",5,"08003966",7.149549,50.779917
"Menden (Sauerland)",6,"08003967",7.792084,51.435271
"Menden (Sauerland) Süd",7,"08003965",7.807804,51.428333
"Mendig",6,"08004393",7.291007,50.369658
"Mengen",5,"08003969",9.33661938,48.0535151
"Mengersgereuth-Hämmern",7,"08012333",11.118299,50.392892
"Mengersgereuth-Hämmern Ost",7,"08012334",11.127745,50.389471
"Meppen",4,"08003978",7.298015,52.696021
"Merching",7,"08003979",10.979397,48.245769
"Merchweiler",6,"08003980",7.065547,49.356029
"Mering",3,"08003982",10.988291,48.262698
"Mering-St Afra",4,"08004008",10.971202,48.274282
"Merklingen - Schwäbische Alb",5,"08003983",9.740877,48.52116
"Mersch (Westf)",6,"08003986",7.737412,51.762112
"Merseburg Bergmannsring",6,"08012339",11.989651,51.337371
"Merseburg Hbf",4,"08010232",11.990551,51.356889
"Merten (Sieg)",6,"08003987",7.385657,50.77048
"Mertesheim",7,"08003988",8.133923,49.569195
"Mertingen Bahnhof",5,"08003989",10.8247519,48.6609712
"Merzenich",5,"08003990",6.518051,50.840032
"Merzig (Saar)",3,"08003992",6.634192,49.436419
"Merzig Stadtmitte",6,"08003991",6.635226,49.443478
"Mesch Neue Mühle",7,"08070734",8.520849,52.26384
"Meschede",4,"08003993",8.279053,51.349603
"Meschede-Freienohl",6,"08002073",8.169484,51.366422
"Messe Nord / ZOB",4,"08089110",13.283445,52.507525
"Messe Süd (Eichkamp)",5,"08089328",13.270118,52.49875
"Messel",6,"08003996",8.74658704,49.9217854
"Messinghausen",6,"08003998",8.679775,51.393192
"Metelen Land",6,"08004001",7.254173,52.162494
"Mettenheim",6,"08004003",8.334166,49.739906
"Mettlach",6,"08004004",6.598315,49.495476
"Metzingen",4,"08004009",9.290156,48.539725
"Mexikoplatz",4,"08089023",13.232712,52.436937
"Michelau (Oberfr)",6,"08004011",11.116245,50.15498
"Michelaubrück",7,"08004013",9.767679,50.116712
"Michelstadt",6,"08004017",9.001453,49.684858
"Michendorf",4,"08010233",13.030688,52.316344
"Miesbach",6,"08004019",11.8308163,47.7908288
"Miesenbach",7,"08007482",7.548373,49.456368
"Miesenheim",6,"08004020",7.407598,50.404043
"Mieste",6,"08012351",11.204771,52.48375
"Miesterhorst",7,"08012352",11.120178,52.466251
"Millingen",6,"08004023",6.556373,51.560154
"Millingen (Kr Rees)",6,"08004024",6.400012,51.809457
"Miltach",7,"08004026",12.7683,49.163962
"Miltern",7,"08012354",11.936624,52.563344
"Miltzow",6,"08012358",13.1974581,54.200949
"Mimberg",6,"08004028",11.2740541,49.3528682
"Mindelaltheim",6,"08004030",10.407905,48.455978
"Mindelheim",4,"08000338",10.501626,48.044917
"Minden (Westf)",3,"08000252",8.934728,52.290138
"Mistorf",6,"08012362",12.123044,53.880497
"Mittel Gründau",6,"08004037",9.119818,50.230798
"Mittelherwigsdorf (Sachs)",6,"08010234",14.74128,50.922794
"Mittelschmalkalden",7,"08012367",10.400055,50.717714
"Mittelsinn",6,"08004040",9.623423,50.191195
"Mittenwald",4,"08004043",11.265705,47.44003
"Mittlerer Landweg",4,"08004048",10.131122,53.498172
"Mittweida",5,"08012369",12.959863,50.987545
"Mixdorf",7,"08012370",14.394802,52.19778
"Mochenwangen",7,"08004049",9.637901,47.872571
"Mockrehna",5,"08012371",12.819504,51.505606
"Moers",4,"08000644",6.641535,51.451147
"Moidentin",6,"08012384",11.481918,53.806071
"Monbach-Neuhausen",7,"08004077",8.728328,48.799166
"Monreal",7,"08004078",7.153055,50.296357
"Monsheim",5,"08000663",8.208162,49.633666
"Montabaur",4,"08000667",7.825333,50.444834
"Monzingen",6,"08004080",7.588673,49.793466
"Moosburg",4,"08004084",11.930382,48.47033
"Morlesau",7,"08004090",9.799066,50.117146
"Morschen-Altmorschen",6,"08000553",9.610756,51.067275
"Morsum (Sylt)",5,"08004093",8.432464,54.872142
"Mosbach (Baden)",5,"08004094",9.143655,49.35256
"Mosbach West",5,"08004095",9.134042,49.34677
"Mosbach-Neckarelz",3,"08000264",9.113093,49.348484
"Mosel",6,"08012388",12.481399,50.783598
"Moselkern",6,"08004096",7.371357,50.195483
"Mudersbach",6,"08004099",7.951651,50.827476
"Muggensturm",6,"08004178",8.27371627,48.8766658
"Muggensturm-Badesee",6,"08004192",8.286613,48.879996
"Muhr am See",6,"08000534",10.720493,49.15436
"Mulda (Sachs)",6,"08012407",13.413153,50.808999
"Muldenberg Floßplatz",7,"08000273",12.399034,50.41569
"Muldenhütten",6,"08012408",13.3888042,50.905685
"Muldenstein",6,"08012409",12.354047,51.667787
"Munderkingen",6,"08004182",9.645671,48.237872
"Munster (Örtze)",6,"08004183",10.096487,52.993312
"Murg (Baden)",6,"08004184",8.018725,47.553452
"Murnau",4,"08004185",11.192628,47.682266
"Murnau Ort",7,"08004186",11.19566,47.678834
"Murrhardt",5,"08004188",9.57777,48.982757
"Mußbach",6,"08004189",8.168529,49.37196
"Möckmühl",5,"08004050",9.357979,49.321107
"Mögelin",7,"08012373",12.329815,52.560089
"Mögglingen (b Gmünd)",6,"08004053",9.95801747,48.8246454
"Möhringen Bahnhof",7,"08004068",8.770796,47.958151
"Möhringen Rathaus",7,"08004067",8.763373,47.957237
"Mölln (Lauenb)",6,"08004057",10.683209,53.624414
"Mölln (Meckl)",6,"08012376",13.084507,53.585939
"Mönchengladbach Hbf",2,"08000253",6.446111,51.196583
"Mönchengladbach-Genhausen",7,"08004061",6.32904,51.148081
"Mönchengladbach-Lürrip",6,"08001745",6.472428,51.199625
"Mönchengladbach-Rheindahlen",6,"08004063",6.357894,51.150712
"Mönchhagen",6,"08012377",12.225336,54.14357
"Mönchröden",7,"08004064",11.057613,50.302227
"Mörfelden",4,"08004065",8.565384,49.979
"Möringen (Altm)",7,"08012378",11.748849,52.581661
"Mörlenbach",6,"08004066",8.730987,49.597299
"Möser",6,"08012381",11.78462,52.218981
"Mössingen",5,"08004070",9.04639095,48.4040373
"Möttingen",6,"08004071",10.597832,48.806806
"Mücheln (Geiseltal)",6,"08012390",11.804437,51.307641
"Mücheln (Geiseltal) - Stadt",7,"08012392",11.813771,51.303855
"Mücka",7,"08012391",14.708179,51.319529
"Mücke (Hessen)",6,"08004100",9.029035,50.6171
"Müden (Mosel)",6,"08004101",7.339393,50.18486
"Mühlacker",3,"08000339",8.846101,48.953192
"Mühlacker Rößlesweg",6,"08004103",8.860143,48.95634
"Mühlanger",7,"08012393",12.748212,51.855712
"Mühlbach (b Pirna)",7,"08012394",13.8187838,50.9141176
"Mühlen (Oldb)",7,"08004105",8.208512,52.619692
"Mühlen (b Horb)",7,"08004104",8.726802,48.449941
"Mühlenbeck-Mönchmühle",6,"08080980",13.386844,52.654605
"Mühlhausen (Thür)",4,"08010235",10.474041,51.209193
"Mühlhausen (b Engen)",6,"08004107",8.80425185,47.81363
"Mühlheim (Main)",4,"08004112",8.83792162,50.1191868
"Mühlheim (b Tuttlingen)",6,"08004111",8.88564348,48.0292122
"Mühlheim-Dietesheim",5,"08070088",8.85817498,50.1204216
"Mühlstetten",6,"08004115",11.00796,49.151491
"Mühltal",6,"08004350",8.703318,49.832203
"Mülheim (Ruhr) Hbf",3,"08000259",6.88651,51.431342
"Mülheim (Ruhr) West",5,"08004122",6.871404,51.439654
"Mülheim (Ruhr)-Styrum",3,"08000687",6.852636,51.449203
"Mülheim-Kärlich",5,"08006035",7.50877976,50.4026129
"Müllheim im Markgräflerland",4,"08004124",7.599332,47.809743
"Müllrose",6,"08012400",14.434246,52.242046
"Münchberg",5,"08004126",11.790667,50.189043
"Müncheberg (Mark)",6,"08010236",14.100332,52.524727
"Münchehof (Harz)",6,"08004127",10.188654,51.848306
"München (b Bad Berka)",7,"08012401",11.254596,50.870051
"München Donnersbergerbrücke",3,"08004128",11.536537,48.142623
"München Harras",4,"08004130",11.536311,48.117747
"München Hbf",1,"08000261,08098261,08098262,08098263",11.558335,48.140232
"München Heimeranplatz",4,"08005419",11.5315,48.132961
"München Isartor",4,"08004131",11.583234,48.134202
"München Karlsplatz",3,"08004132",11.565619,48.139452
"München Leienfelsstraße",5,"08004133",11.428524,48.154538
"München Leuchtenbergring",4,"08004134",11.615986,48.13425
"München Marienplatz",3,"08004135",11.575386,48.137048
"München Ost",1,"08000262",11.604971,48.12744
"München Rosenheimer Platz",3,"08004136",11.593049,48.129168
"München Siemenswerke",4,"08004137",11.532799,48.094503
"München St Martin Straße",5,"08004138",11.595785,48.118543
"München-Allach",4,"08004140",11.468036,48.189932
"München-Aubing",5,"08004141",11.413309,48.155968
"München-Berg am Laim",4,"08004142",11.633295,48.134001
"München-Daglfing",5,"08004143",11.64933,48.149622
"München-Englschalking",5,"08004144",11.648335,48.156915
"München-Fasanerie",5,"08004145",11.525924,48.197811
"München-Fasangarten",5,"08004146",11.606009,48.092746
"München-Feldmoching",4,"08004147",11.541318,48.213813
"München-Freiham",4,"08004181",11.410112,48.14
"München-Giesing",3,"08004148",11.596346,48.110803
"München-Hackerbrücke",3,"08004129",11.548572,48.141969
"München-Hirschgarten",3,"08004179",11.519245,48.14354
"München-Johanneskirchen",5,"08004149",11.646058,48.167638
"München-Karlsfeld",4,"08004150",11.459568,48.211179
"München-Laim Pbf",3,"08004151",11.503669,48.144371
"München-Langwied",4,"08004152",11.432508,48.163112
"München-Lochhausen",4,"08004153",11.407895,48.176505
"München-Mittersendling",4,"08004154",11.536354,48.107824
"München-Moosach",4,"08004155",11.506237,48.180258
"München-Neuaubing",5,"08004156",11.422197,48.141706
"München-Neuperlach Süd",5,"08006696",11.645175,48.088685
"München-Obermenzing",4,"08004157",11.478117,48.164223
"München-Pasing",2,"08004158",11.461872,48.149852
"München-Perlach",4,"08004159",11.631208,48.093426
"München-Riem Pbf",4,"08004160",11.678049,48.143983
"München-Solln",5,"08004161",11.526954,48.079921
"München-Trudering",4,"08004162",11.663375,48.126066
"München-Untermenzing",4,"08004139",11.472792,48.177673
"München-Westkreuz",4,"08004163",11.44394,48.149026
"Münchsmünster",6,"08004165",11.6884393,48.7586926
"Münchweiler (Alsenz)",6,"08087062",7.887939,49.550606
"Münchweiler (Rodalb)",6,"08004166",7.700417,49.221355
"Münnerstadt",6,"08004169",10.188634,50.250078
"Münster (Westf) Hbf",2,"08000263",7.635715,51.956566
"Münster (b Dieburg)",6,"08004171",8.85371715,49.923514
"Münster Zentrum Nord",5,"08004173",7.63847,51.98432
"Münster-Albachten",6,"08000462",7.528197,51.914576
"Münster-Amelsbüren",6,"08000569",7.598897,51.883662
"Münster-Hiltrup",4,"08002841",7.654281,51.904755
"Münster-Häger",6,"08004426",7.562341,52.022062
"Münster-Mecklenbeck",6,"08003934",7.579568,51.924006
"Münster-Roxel",6,"08004190",7.526126,51.946411
"Münster-Sarmsheim",6,"08004172",7.898033,49.947388
"Münster-Sprakel",5,"08005635",7.619982,52.041513
"Mürlenbach",6,"08004174",6.601548,50.148782
"Müssen",6,"08004177",10.561128,53.499464
"Nabburg",6,"08004191",12.180701,49.447167
"Nachterstedt-Hoym",7,"08012410",11.333025,51.802908
"Nackenheim",5,"08004193",8.341885,49.919106
